insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (127, 629, 26, 104, 672);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (44, 3, 109, 229, 58);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (10, 45, 127, 120, 579);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (51, 110, 64, 52, 113);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (112, 278, 35, 178, 615);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (83, 445, 44, 134, 620);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (98, 381, 120, 205, 283);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 502, 35, 253, 247);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (23, 632, 129, 209, 429);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (74, 599, 142, 137, 99);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (129, 821, 89, 265, 476);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (120, 805, 93, 133, 611);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (83, 630, 131, 46, 651);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (78, 745, 18, 105, 316);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (13, 146, 126, 114, 508);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (75, 581, 28, 108, 670);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (69, 145, 141, 187, 112);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (49, 905, 145, 176, 694);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (33, 340, 75, 130, 178);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (16, 309, 84, 199, 689);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (70, 33, 154, 59, 293);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (17, 717, 15, 197, 473);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (2, 970, 146, 226, 314);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 548, 153, 135, 47);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (79, 905, 62, 119, 30);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (138, 97, 3, 94, 86);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (120, 438, 35, 74, 553);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (59, 95, 53, 285, 311);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (77, 324, 96, 107, 360);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (1, 7, 131, 263, 30);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (122, 18, 104, 289, 551);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (32, 719, 120, 179, 528);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (109, 611, 26, 111, 412);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (13, 911, 71, 141, 249);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (89, 288, 150, 45, 324);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (141, 368, 45, 261, 588);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (2, 320, 35, 161, 607);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (129, 361, 153, 64, 416);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (98, 895, 5, 288, 392);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (98, 42, 140, 162, 149);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (45, 97, 10, 113, 364);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (130, 654, 119, 121, 222);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (86, 188, 121, 122, 386);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (9, 516, 122, 135, 668);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (142, 385, 131, 182, 246);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (2, 427, 56, 288, 381);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (117, 973, 153, 90, 523);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (47, 121, 54, 184, 546);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (143, 602, 27, 48, 416);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (117, 244, 101, 174, 514);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (18, 658, 28, 148, 449);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (117, 821, 133, 223, 80);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (138, 521, 146, 98, 181);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (24, 16, 88, 252, 383);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (25, 137, 6, 37, 244);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (113, 684, 135, 220, 590);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (91, 431, 16, 238, 571);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (39, 185, 106, 220, 361);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (106, 92, 28, 283, 198);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (61, 639, 104, 208, 384);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (54, 271, 44, 281, 399);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (109, 885, 136, 131, 499);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 453, 11, 55, 427);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (62, 111, 3, 73, 379);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (27, 628, 27, 295, 114);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (88, 32, 86, 79, 260);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (96, 719, 30, 72, 505);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (6, 9, 114, 83, 46);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (5, 689, 29, 191, 489);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (28, 390, 40, 203, 316);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (54, 928, 33, 70, 99);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (27, 202, 81, 229, 63);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (33, 441, 26, 264, 224);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (96, 556, 137, 226, 242);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (37, 49, 119, 198, 638);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (97, 870, 122, 231, 635);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (32, 900, 60, 178, 107);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (94, 160, 69, 35, 119);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (49, 723, 57, 269, 690);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (41, 561, 42, 293, 171);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (40, 449, 41, 233, 413);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (131, 74, 99, 197, 273);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (56, 173, 144, 276, 669);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (48, 43, 27, 45, 167);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (47, 598, 61, 73, 580);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (35, 689, 92, 88, 125);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (88, 480, 105, 236, 380);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (83, 384, 2, 54, 521);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (40, 391, 38, 211, 358);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (70, 503, 98, 158, 94);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (104, 82, 98, 293, 387);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (103, 565, 55, 228, 670);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (142, 520, 106, 86, 403);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (126, 534, 150, 223, 90);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (77, 945, 39, 155, 203);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (111, 270, 65, 62, 542);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (125, 243, 80, 155, 443);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (34, 166, 76, 140, 81);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (40, 522, 121, 163, 548);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (127, 940, 95, 158, 90);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (97, 439, 96, 141, 542);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 921, 121, 263, 261);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 356, 5, 93, 211);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (29, 867, 84, 81, 339);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (95, 566, 14, 141, 340);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (86, 663, 119, 169, 358);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (6, 191, 57, 232, 362);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (77, 76, 100, 65, 430);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (22, 902, 52, 96, 292);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (105, 382, 18, 182, 467);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (45, 240, 6, 82, 673);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (53, 133, 145, 290, 368);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (3, 853, 134, 202, 473);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (137, 174, 56, 230, 66);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (102, 156, 76, 159, 658);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (138, 101, 35, 139, 182);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (117, 725, 26, 191, 281);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (23, 307, 66, 149, 466);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 163, 23, 140, 231);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (115, 164, 27, 55, 285);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 849, 145, 73, 314);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (45, 90, 1, 243, 239);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (58, 454, 60, 99, 502);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (100, 696, 17, 92, 610);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (77, 438, 109, 85, 513);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 858, 11, 51, 516);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (80, 213, 24, 230, 544);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (55, 792, 104, 88, 357);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (29, 443, 83, 48, 311);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (125, 251, 88, 232, 492);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (127, 244, 134, 91, 101);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (86, 374, 115, 89, 55);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (50, 144, 82, 220, 120);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (18, 998, 7, 293, 423);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (2, 103, 134, 91, 290);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (34, 436, 130, 215, 652);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (15, 508, 66, 280, 605);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (86, 546, 72, 55, 378);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (121, 418, 123, 135, 625);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (118, 170, 116, 218, 488);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (67, 24, 120, 48, 540);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (31, 887, 78, 187, 302);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (72, 909, 71, 227, 542);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (108, 346, 61, 145, 558);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (112, 249, 85, 193, 329);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (58, 548, 87, 161, 167);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (62, 124, 130, 292, 129);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (8, 302, 66, 202, 661);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (122, 516, 36, 223, 117);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (15, 513, 113, 181, 396);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (65, 681, 22, 144, 358);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (71, 7, 39, 131, 362);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (101, 472, 40, 148, 191);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (6, 456, 44, 257, 567);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (31, 338, 66, 157, 372);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (121, 66, 117, 140, 682);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (87, 848, 104, 37, 384);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (131, 498, 118, 272, 136);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (19, 877, 78, 109, 193);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (50, 487, 138, 97, 456);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (27, 510, 17, 162, 200);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (44, 520, 35, 124, 607);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (121, 104, 99, 290, 601);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (139, 355, 96, 134, 697);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (133, 564, 56, 152, 318);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (118, 405, 153, 48, 368);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (33, 825, 89, 89, 664);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (45, 36, 42, 131, 585);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (110, 453, 148, 116, 579);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (3, 159, 2, 214, 246);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (104, 554, 45, 189, 377);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (12, 714, 95, 269, 522);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (143, 829, 13, 231, 525);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (80, 140, 65, 70, 664);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (29, 627, 81, 256, 433);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (75, 223, 144, 114, 138);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (122, 521, 75, 110, 206);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (107, 700, 83, 79, 522);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (15, 752, 102, 105, 109);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (44, 868, 22, 114, 419);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (30, 309, 108, 252, 397);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (19, 136, 79, 228, 403);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (115, 520, 145, 134, 403);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (92, 848, 38, 53, 451);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (57, 562, 145, 199, 397);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (45, 541, 4, 230, 384);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (70, 565, 138, 201, 487);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (58, 409, 70, 153, 665);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (45, 927, 115, 92, 89);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 910, 7, 185, 609);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (3, 310, 146, 200, 337);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (122, 359, 109, 214, 676);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (113, 405, 112, 185, 680);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (95, 37, 122, 86, 586);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (14, 361, 71, 136, 156);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (27, 462, 144, 274, 401);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (118, 758, 23, 289, 351);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (71, 559, 128, 201, 115);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (29, 861, 97, 142, 305);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (79, 555, 118, 178, 388);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (71, 384, 17, 294, 668);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (79, 297, 89, 131, 636);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (79, 182, 3, 81, 271);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (142, 543, 29, 272, 440);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (130, 136, 41, 299, 506);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (72, 632, 105, 164, 277);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (59, 233, 10, 94, 320);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (5, 483, 35, 195, 424);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (40, 581, 129, 158, 51);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (56, 380, 151, 265, 173);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (60, 471, 127, 275, 176);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (88, 323, 65, 213, 588);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (65, 697, 121, 111, 128);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (82, 462, 102, 275, 645);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (74, 683, 5, 150, 693);
