insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (449, 'Faker Internal Movement', 'Lot E', '30/06/2023', '25/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (123, 'Faker Internal Movement', 'Lot A', '02/04/2023', '21/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (509, 'Faker Internal Movement', 'Lot B', '19/10/2022', '25/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (478, 'Faker Internal Movement', 'Lot B', '12/10/2022', '06/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (545, 'Faker Internal Movement', 'Lot A', '16/10/2022', '30/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (776, 'Faker Internal Movement', 'Lot A', '21/06/2023', '06/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (894, 'Faker Internal Movement', 'Lot E', '31/10/2022', '02/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (472, 'Faker Internal Movement', 'Lot E', '13/03/2023', '18/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (351, 'Faker Internal Movement', 'Lot E', '13/08/2023', '25/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (971, 'Faker Internal Movement', 'Lot E', '14/11/2022', '01/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (633, 'Faker Internal Movement', 'Lot C', '29/06/2023', '10/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (29, 'Faker Internal Movement', 'Lot C', '03/07/2023', '07/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (734, 'Faker Internal Movement', 'Lot C', '23/06/2023', '06/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (996, 'Faker Internal Movement', 'Lot E', '18/10/2022', '29/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (168, 'Faker Internal Movement', 'Lot D', '18/03/2023', '03/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (192, 'Faker Internal Movement', 'Lot B', '26/05/2023', '25/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (170, 'Faker Internal Movement', 'Lot C', '02/02/2023', '26/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (179, 'Faker Internal Movement', 'Lot E', '01/05/2023', '01/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (865, 'Faker Internal Movement', 'Lot C', '18/11/2022', '15/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (968, 'Faker Internal Movement', 'Lot E', '14/08/2023', '27/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (700, 'Faker Internal Movement', 'Lot B', '13/06/2023', '16/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (344, 'Faker Internal Movement', 'Lot D', '05/01/2023', '16/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (545, 'Faker Internal Movement', 'Lot D', '26/02/2023', '30/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (446, 'Faker Internal Movement', 'Lot D', '16/12/2022', '29/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (94, 'Faker Internal Movement', 'Lot C', '04/03/2023', '10/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (810, 'Faker Internal Movement', 'Lot B', '22/11/2022', '26/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (281, 'Faker Internal Movement', 'Lot E', '20/04/2023', '13/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (518, 'Faker Internal Movement', 'Lot A', '24/08/2023', '16/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (546, 'Faker Internal Movement', 'Lot E', '11/01/2023', '13/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (548, 'Faker Internal Movement', 'Lot B', '12/08/2023', '29/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (164, 'Faker Internal Movement', 'Lot E', '13/12/2022', '08/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (104, 'Faker Internal Movement', 'Lot A', '16/05/2023', '24/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (447, 'Faker Internal Movement', 'Lot A', '16/03/2023', '08/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (273, 'Faker Internal Movement', 'Lot A', '10/02/2023', '17/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (498, 'Faker Internal Movement', 'Lot E', '07/08/2023', '22/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (152, 'Faker Internal Movement', 'Lot D', '24/07/2023', '15/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (413, 'Faker Internal Movement', 'Lot B', '04/12/2022', '05/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (939, 'Faker Internal Movement', 'Lot B', '09/08/2023', '20/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (497, 'Faker Internal Movement', 'Lot E', '21/02/2023', '14/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (295, 'Faker Internal Movement', 'Lot E', '22/01/2023', '04/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (23, 'Faker Internal Movement', 'Lot D', '20/02/2023', '28/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (54, 'Faker Internal Movement', 'Lot B', '10/06/2023', '23/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (669, 'Faker Internal Movement', 'Lot D', '01/05/2023', '13/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (516, 'Faker Internal Movement', 'Lot B', '17/01/2023', '15/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (532, 'Faker Internal Movement', 'Lot E', '06/06/2023', '01/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (177, 'Faker Internal Movement', 'Lot C', '10/07/2023', '21/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (942, 'Faker Internal Movement', 'Lot B', '27/06/2023', '31/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (932, 'Faker Internal Movement', 'Lot E', '09/06/2023', '01/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (963, 'Faker Internal Movement', 'Lot C', '23/01/2023', '18/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (877, 'Faker Internal Movement', 'Lot A', '18/07/2023', '06/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (945, 'Faker Internal Movement', 'Lot D', '22/07/2023', '19/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (119, 'Faker Internal Movement', 'Lot D', '18/12/2022', '15/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (923, 'Faker Internal Movement', 'Lot B', '02/05/2023', '05/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (716, 'Faker Internal Movement', 'Lot A', '12/04/2023', '10/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (313, 'Faker Internal Movement', 'Lot B', '23/01/2023', '02/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (762, 'Faker Internal Movement', 'Lot B', '18/02/2023', '09/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (621, 'Faker Internal Movement', 'Lot D', '25/02/2023', '16/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (626, 'Faker Internal Movement', 'Lot C', '11/06/2023', '17/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (944, 'Faker Internal Movement', 'Lot B', '20/03/2023', '20/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (658, 'Faker Internal Movement', 'Lot D', '18/01/2023', '30/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (819, 'Faker Internal Movement', 'Lot E', '26/07/2023', '19/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (699, 'Faker Internal Movement', 'Lot C', '17/08/2023', '25/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (765, 'Faker Internal Movement', 'Lot C', '18/12/2022', '28/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (863, 'Faker Internal Movement', 'Lot A', '11/07/2023', '22/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (113, 'Faker Internal Movement', 'Lot C', '31/03/2023', '19/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (8, 'Faker Internal Movement', 'Lot C', '06/06/2023', '10/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (249, 'Faker Internal Movement', 'Lot B', '25/10/2022', '16/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (297, 'Faker Internal Movement', 'Lot A', '16/04/2023', '12/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (835, 'Faker Internal Movement', 'Lot D', '06/12/2022', '27/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (175, 'Faker Internal Movement', 'Lot E', '22/02/2023', '26/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (942, 'Faker Internal Movement', 'Lot D', '22/02/2023', '29/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (690, 'Faker Internal Movement', 'Lot D', '17/02/2023', '05/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (212, 'Faker Internal Movement', 'Lot B', '15/11/2022', '20/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (824, 'Faker Internal Movement', 'Lot B', '17/02/2023', '01/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (1001, 'Faker Internal Movement', 'Lot A', '08/12/2022', '25/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (127, 'Faker Internal Movement', 'Lot A', '24/05/2023', '24/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (695, 'Faker Internal Movement', 'Lot E', '05/12/2022', '16/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (706, 'Faker Internal Movement', 'Lot A', '15/11/2022', '06/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (31, 'Faker Internal Movement', 'Lot D', '17/07/2023', '30/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (82, 'Faker Internal Movement', 'Lot B', '03/06/2023', '20/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (610, 'Faker Internal Movement', 'Lot B', '13/05/2023', '24/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (536, 'Faker Internal Movement', 'Lot A', '22/03/2023', '14/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (567, 'Faker Internal Movement', 'Lot B', '22/06/2023', '26/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (388, 'Faker Internal Movement', 'Lot A', '18/03/2023', '18/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (235, 'Faker Internal Movement', 'Lot A', '04/04/2023', '22/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (453, 'Faker Internal Movement', 'Lot B', '19/08/2023', '21/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (302, 'Faker Internal Movement', 'Lot B', '22/02/2023', '12/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (8, 'Faker Internal Movement', 'Lot B', '01/02/2023', '05/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (305, 'Faker Internal Movement', 'Lot E', '06/03/2023', '21/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (98, 'Faker Internal Movement', 'Lot A', '15/11/2022', '13/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (387, 'Faker Internal Movement', 'Lot C', '06/03/2023', '28/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (26, 'Faker Internal Movement', 'Lot D', '08/06/2023', '23/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (43, 'Faker Internal Movement', 'Lot C', '15/08/2023', '09/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (873, 'Faker Internal Movement', 'Lot B', '27/12/2022', '10/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (558, 'Faker Internal Movement', 'Lot A', '20/03/2023', '04/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (412, 'Faker Internal Movement', 'Lot A', '15/05/2023', '01/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (672, 'Faker Internal Movement', 'Lot D', '07/12/2022', '13/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (217, 'Faker Internal Movement', 'Lot A', '01/01/2023', '26/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (851, 'Faker Internal Movement', 'Lot C', '11/04/2023', '07/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (568, 'Faker Internal Movement', 'Lot B', '22/12/2022', '02/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (987, 'Faker Internal Movement', 'Lot A', '05/11/2022', '04/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (341, 'Faker Internal Movement', 'Lot A', '11/02/2023', '13/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (52, 'Faker Internal Movement', 'Lot B', '13/05/2023', '22/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (533, 'Faker Internal Movement', 'Lot D', '13/12/2022', '10/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (726, 'Faker Internal Movement', 'Lot A', '14/08/2023', '25/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (475, 'Faker Internal Movement', 'Lot A', '25/12/2022', '02/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (394, 'Faker Internal Movement', 'Lot E', '26/12/2022', '10/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (216, 'Faker Internal Movement', 'Lot D', '06/07/2023', '03/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (252, 'Faker Internal Movement', 'Lot E', '07/06/2023', '04/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (880, 'Faker Internal Movement', 'Lot E', '12/01/2023', '01/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (727, 'Faker Internal Movement', 'Lot D', '15/01/2023', '23/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (87, 'Faker Internal Movement', 'Lot B', '26/12/2022', '17/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (187, 'Faker Internal Movement', 'Lot A', '14/04/2023', '16/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (943, 'Faker Internal Movement', 'Lot B', '04/02/2023', '02/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (123, 'Faker Internal Movement', 'Lot A', '27/04/2023', '08/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (981, 'Faker Internal Movement', 'Lot C', '09/05/2023', '07/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (222, 'Faker Internal Movement', 'Lot D', '15/02/2023', '27/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (597, 'Faker Internal Movement', 'Lot E', '23/01/2023', '31/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (921, 'Faker Internal Movement', 'Lot B', '02/02/2023', '26/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (971, 'Faker Internal Movement', 'Lot B', '04/07/2023', '30/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (131, 'Faker Internal Movement', 'Lot A', '25/06/2023', '19/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (76, 'Faker Internal Movement', 'Lot B', '28/12/2022', '12/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (444, 'Faker Internal Movement', 'Lot E', '08/11/2022', '31/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (818, 'Faker Internal Movement', 'Lot B', '29/05/2023', '15/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (655, 'Faker Internal Movement', 'Lot E', '09/08/2023', '18/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (903, 'Faker Internal Movement', 'Lot E', '07/01/2023', '01/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (940, 'Faker Internal Movement', 'Lot D', '18/06/2023', '14/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (549, 'Faker Internal Movement', 'Lot D', '18/03/2023', '01/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (394, 'Faker Internal Movement', 'Lot D', '05/02/2023', '22/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (888, 'Faker Internal Movement', 'Lot B', '28/11/2022', '01/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (204, 'Faker Internal Movement', 'Lot E', '22/07/2023', '08/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (565, 'Faker Internal Movement', 'Lot A', '18/10/2022', '15/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (480, 'Faker Internal Movement', 'Lot E', '27/12/2022', '18/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (17, 'Faker Internal Movement', 'Lot B', '03/01/2023', '06/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (373, 'Faker Internal Movement', 'Lot C', '22/02/2023', '24/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (573, 'Faker Internal Movement', 'Lot B', '19/08/2023', '10/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (587, 'Faker Internal Movement', 'Lot E', '15/08/2023', '30/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (901, 'Faker Internal Movement', 'Lot A', '30/03/2023', '05/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (34, 'Faker Internal Movement', 'Lot B', '17/11/2022', '11/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (574, 'Faker Internal Movement', 'Lot E', '04/08/2023', '09/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (311, 'Faker Internal Movement', 'Lot A', '29/11/2022', '22/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (242, 'Faker Internal Movement', 'Lot C', '17/05/2023', '24/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (345, 'Faker Internal Movement', 'Lot D', '19/01/2023', '28/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (475, 'Faker Internal Movement', 'Lot E', '31/03/2023', '02/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (853, 'Faker Internal Movement', 'Lot E', '24/11/2022', '12/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (968, 'Faker Internal Movement', 'Lot E', '04/06/2023', '20/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (604, 'Faker Internal Movement', 'Lot D', '22/08/2023', '17/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (826, 'Faker Internal Movement', 'Lot A', '12/12/2022', '29/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (711, 'Faker Internal Movement', 'Lot A', '03/01/2023', '21/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (157, 'Faker Internal Movement', 'Lot E', '08/04/2023', '28/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (58, 'Faker Internal Movement', 'Lot C', '27/02/2023', '06/08/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (841, 'Faker Internal Movement', 'Lot E', '16/06/2023', '05/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (209, 'Faker Internal Movement', 'Lot A', '25/06/2023', '11/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (289, 'Faker Internal Movement', 'Lot C', '22/08/2023', '04/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (291, 'Faker Internal Movement', 'Lot B', '13/07/2023', '25/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (828, 'Faker Internal Movement', 'Lot C', '17/06/2023', '06/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (444, 'Faker Internal Movement', 'Lot B', '09/02/2023', '14/01/2023');
--insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (1, 'Faker Internal Movement', 'Lot D', '10/11/2022', '17/02/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (196, 'Faker Internal Movement', 'Lot D', '23/01/2023', '01/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (654, 'Faker Internal Movement', 'Lot E', '27/04/2023', '19/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (337, 'Faker Internal Movement', 'Lot C', '28/03/2023', '22/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (431, 'Faker Internal Movement', 'Lot D', '22/12/2022', '19/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (15, 'Faker Internal Movement', 'Lot D', '07/02/2023', '13/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (136, 'Faker Internal Movement', 'Lot D', '28/03/2023', '15/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (479, 'Faker Internal Movement', 'Lot B', '16/04/2023', '25/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (23, 'Faker Internal Movement', 'Lot A', '24/06/2023', '13/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (682, 'Faker Internal Movement', 'Lot E', '09/01/2023', '31/03/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (637, 'Faker Internal Movement', 'Lot D', '18/08/2023', '08/04/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (753, 'Faker Internal Movement', 'Lot E', '26/02/2023', '13/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (690, 'Faker Internal Movement', 'Lot B', '05/01/2023', '06/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (911, 'Faker Internal Movement', 'Lot D', '12/04/2023', '13/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (815, 'Faker Internal Movement', 'Lot D', '04/03/2023', '28/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (21, 'Faker Internal Movement', 'Lot D', '22/02/2023', '05/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (917, 'Faker Internal Movement', 'Lot C', '23/07/2023', '03/12/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (159, 'Faker Internal Movement', 'Lot A', '19/08/2023', '11/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (978, 'Faker Internal Movement', 'Lot E', '18/08/2023', '19/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (524, 'Faker Internal Movement', 'Lot E', '06/03/2023', '02/07/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (361, 'Faker Internal Movement', 'Lot C', '08/07/2023', '04/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (74, 'Faker Internal Movement', 'Lot B', '23/11/2022', '29/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (34, 'Faker Internal Movement', 'Lot C', '26/05/2023', '19/06/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (598, 'Faker Internal Movement', 'Lot B', '11/08/2023', '12/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (128, 'Faker Internal Movement', 'Lot A', '23/04/2023', '27/01/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (107, 'Faker Internal Movement', 'Lot A', '03/05/2023', '04/05/2023');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (27, 'Faker Internal Movement', 'Lot D', '19/11/2022', '08/11/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (511, 'Faker Internal Movement', 'Lot E', '08/12/2022', '23/10/2022');
insert into InternalMovement (StoredMedication_Id, Description, Batch, Date, Created_at) values (844, 'Faker Internal Movement', 'Lot D', '14/04/2023', '11/10/2022');
