insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (10, 190, 4, 65, 110, 'Lot A', 90, 254, 132, '10/11/2022', '06/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (80, 154, 16, 143, 104, 'Lot D', 275, 137, 128, '20/10/2024', '09/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (23, 126, 1, 17, 59, 'Lot D', 276, 223, 540, '06/07/2023', '12/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (137, 34, 2, 35, 113, 'Lot D', 286, 270, 220, '05/09/2023', '26/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (6, 54, 4, 92, 38, 'Lot D', 58, 215, 76, '31/05/2024', '27/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (13, 32, 1, 100, 30, 'Lot C', 258, 281, 604, '01/10/2024', '11/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (114, 148, 14, 9, 117, 'Lot A', 72, 33, 412, '14/03/2024', '08/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (138, 4, 3, 57, 113, 'Lot C', 144, 278, 693, '06/12/2024', '08/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (92, 168, 17, 111, 133, 'Lot B', 254, 241, 255, '28/06/2024', '02/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (120, 164, 10, 110, 105, 'Lot A', 59, 121, 229, '02/05/2023', '19/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (50, 29, 13, 29, 123, 'Lot E', 214, 252, 455, '11/11/2023', '05/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (28, 82, 4, 73, 34, 'Lot D', 109, 27, 390, '21/02/2023', '15/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (26, 146, 6, 89, 121, 'Lot D', 63, 122, 69, '28/02/2023', '13/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (63, 76, 4, 125, 80, 'Lot A', 153, 260, 468, '06/06/2023', '05/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (55, 130, 10, 119, 83, 'Lot C', 194, 137, 358, '01/02/2023', '25/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (32, 170, 7, 77, 124, 'Lot A', 210, 320, 531, '27/11/2023', '14/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (119, 198, 11, 25, 122, 'Lot E', 196, 39, 573, '30/08/2023', '14/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (82, 51, 7, 38, 88, 'Lot B', 240, 111, 676, '27/01/2023', '28/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (129, 91, 5, 8, 17, 'Lot B', 91, 336, 421, '30/08/2023', '03/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (105, 151, 7, 12, 26, 'Lot D', 296, 202, 82, '06/06/2023', '25/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (42, 88, 1, 20, 115, 'Lot C', 94, 356, 155, '16/10/2023', '26/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (88, 67, 10, 75, 43, 'Lot D', 100, 293, 302, '23/11/2022', '13/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (79, 77, 2, 18, 64, 'Lot D', 259, 197, 30, '31/08/2023', '04/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (104, 68, 12, 55, 94, 'Lot B', 217, 261, 165, '27/12/2022', '27/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (135, 190, 11, 113, 39, 'Lot B', 135, 385, 420, '07/12/2023', '20/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (79, 125, 17, 48, 95, 'Lot C', 142, 394, 493, '16/05/2024', '11/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (21, 94, 17, 12, 129, 'Lot A', 290, 271, 50, '22/04/2024', '22/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (51, 63, 12, 41, 72, 'Lot B', 143, 76, 228, '14/02/2024', '27/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (62, 164, 10, 51, 94, 'Lot A', 262, 299, 289, '16/08/2023', '01/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (63, 134, 2, 48, 80, 'Lot A', 201, 336, 430, '20/08/2023', '17/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (135, 72, 4, 44, 10, 'Lot C', 109, 147, 263, '19/10/2024', '13/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (95, 172, 2, 131, 55, 'Lot C', 114, 355, 697, '06/12/2022', '27/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (18, 166, 3, 132, 97, 'Lot E', 230, 328, 98, '18/07/2023', '22/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (8, 41, 4, 119, 25, 'Lot C', 44, 172, 682, '17/10/2023', '18/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (36, 153, 14, 40, 123, 'Lot D', 261, 302, 460, '26/09/2024', '24/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (31, 162, 10, 124, 93, 'Lot B', 293, 267, 530, '10/01/2023', '15/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (62, 168, 14, 143, 39, 'Lot B', 151, 155, 232, '02/12/2022', '03/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (39, 131, 12, 133, 113, 'Lot A', 153, 217, 275, '22/09/2024', '12/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (17, 149, 13, 73, 16, 'Lot E', 59, 209, 534, '24/03/2024', '02/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (79, 31, 6, 96, 133, 'Lot A', 131, 238, 525, '01/08/2024', '04/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (127, 102, 7, 41, 40, 'Lot E', 215, 30, 602, '21/11/2024', '17/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (128, 86, 17, 66, 25, 'Lot D', 167, 148, 328, '29/01/2024', '13/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (119, 198, 11, 71, 8, 'Lot B', 103, 39, 143, '10/02/2024', '27/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (106, 115, 15, 44, 60, 'Lot B', 53, 274, 668, '23/07/2023', '23/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (102, 37, 16, 138, 15, 'Lot C', 121, 327, 447, '28/04/2024', '12/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (71, 90, 10, 66, 66, 'Lot E', 280, 175, 158, '25/02/2023', '05/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (62, 30, 4, 115, 80, 'Lot E', 247, 164, 606, '04/03/2023', '29/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (106, 41, 14, 73, 90, 'Lot B', 103, 61, 612, '17/06/2023', '14/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (110, 144, 8, 138, 52, 'Lot A', 82, 161, 660, '05/09/2024', '08/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (64, 104, 9, 12, 54, 'Lot E', 261, 106, 358, '14/12/2024', '14/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (18, 148, 17, 11, 120, 'Lot E', 232, 211, 303, '20/10/2024', '24/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (134, 126, 2, 107, 84, 'Lot B', 265, 200, 169, '19/02/2024', '22/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (82, 85, 7, 5, 12, 'Lot C', 124, 113, 580, '05/12/2022', '06/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (126, 90, 1, 44, 14, 'Lot E', 221, 26, 514, '28/12/2022', '03/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (121, 152, 15, 90, 67, 'Lot D', 38, 360, 465, '16/07/2024', '22/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (69, 168, 13, 91, 131, 'Lot A', 100, 141, 171, '17/12/2024', '27/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (9, 139, 15, 90, 54, 'Lot B', 57, 165, 594, '23/10/2024', '07/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (143, 187, 12, 9, 11, 'Lot A', 162, 340, 595, '20/07/2024', '31/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (73, 134, 5, 77, 15, 'Lot C', 187, 359, 614, '03/09/2023', '21/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (36, 123, 14, 99, 38, 'Lot C', 98, 352, 81, '18/06/2023', '19/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (73, 139, 16, 104, 106, 'Lot D', 218, 373, 63, '08/11/2023', '07/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (74, 113, 13, 30, 19, 'Lot D', 163, 210, 32, '31/07/2024', '15/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (130, 66, 6, 54, 108, 'Lot B', 283, 137, 154, '13/12/2022', '04/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (5, 32, 12, 116, 47, 'Lot E', 158, 76, 96, '28/02/2023', '12/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (113, 45, 10, 104, 13, 'Lot E', 143, 78, 280, '15/10/2024', '27/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (10, 111, 7, 40, 27, 'Lot A', 135, 168, 260, '01/03/2023', '21/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (139, 59, 10, 150, 35, 'Lot E', 280, 44, 592, '07/03/2023', '02/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (33, 61, 3, 23, 118, 'Lot B', 115, 311, 375, '09/12/2023', '26/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (124, 56, 14, 60, 57, 'Lot A', 246, 241, 52, '05/10/2023', '13/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (64, 113, 3, 89, 14, 'Lot A', 101, 288, 435, '18/04/2024', '28/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (119, 84, 12, 145, 99, 'Lot E', 153, 65, 33, '20/02/2024', '25/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (49, 46, 5, 10, 100, 'Lot C', 157, 157, 543, '07/01/2023', '27/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (14, 29, 9, 69, 9, 'Lot D', 248, 385, 430, '19/09/2023', '03/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (17, 75, 7, 92, 129, 'Lot A', 222, 355, 546, '13/12/2024', '03/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (81, 85, 9, 72, 49, 'Lot B', 170, 315, 346, '21/01/2023', '04/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (123, 162, 12, 12, 77, 'Lot D', 68, 343, 492, '12/09/2023', '02/02/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (65, 197, 2, 145, 103, 'Lot C', 153, 115, 343, '11/04/2024', '13/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (94, 149, 17, 80, 88, 'Lot C', 106, 218, 603, '21/11/2022', '23/01/2023', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (124, 22, 6, 120, 25, 'Lot E', 176, 325, 76, '23/07/2024', '13/11/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (30, 2, 17, 111, 77, 'Lot B', 130, 176, 324, '25/09/2023', '24/12/2022', 'Expiration notice Nearby', 1);
insert into StoredMedication (MedicationDetail_Id, Supplier_Id, UnitMeasurement_Id, Location_Id, PrescriptionId, Batch, Stock, PurchasePrice, SellingPrice, ExpiryDate, ExpeditionDate, ExpiryWarning, State) values (4, 191, 3, 72, 130, 'Lot A', 112, 372, 695, '23/07/2024', '05/02/2023', 'Expiration notice Nearby', 1);
